reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A2NN1KIYEM2SKS,B007WTAJTO,AF,"[0, 0]","Works great in the phone and the wife loves it, we got a second for her mom and she is storing lots of pictures and videos on it",5.0,Works,1403395200,2014-06-22,169,0,0
A1B1F2MVZ2MZYJ,B007WTAJTO,A. Flores,"[0, 0]",I loaded this card up with home movies for my Samsung Galaxy Tab 2. The copy process from computer to card was fast. There are no skips in the movie quality and I have plenty of room left to go. Wish I had bought another for more collections.,5.0,Fast and Dependable,1359072000,2013-01-25,682,0,0
A13PWRAEW1WMG6,B007WTAJTO,A. Garcia,"[0, 0]","Bought this for my S3 and loaded it with 4 seasons of Futurama, 5 full length HD movies, several documentaries, and a dozen or so 30 minute comedy shows with plenty of room left over for pictures, etc...Only slight nitpick is when booting up into recovery mode on the S3 it will not recognize the card. Wanted to update the phone to the latest version of Android and it would not see it. Had to resort to a 2GB MicroSD I had laying around. That wasn't a SD card issue but I thought I would throw that in.",5.0,Great for movies on the go,1375056000,2013-07-29,497,0,0
AJVGREW8IXDGC,B007WTAJTO,Agean2010,"[0, 0]","I purchased this after my wife and I bought our Samsung Galaxy S4 to store all the music, pictures and videos.  The S4 camera is capable of capturing 16-megapixels photos so the 16GB microSD that I had will not suffice.  As a matter of fact I've already exhausted the remaining space on the card so this 64GB will allow me to take more photos (of our son).",5.0,Great storage media,1389052800,2014-07-01,160,0,0
AEIILE1PUV2W,B007WTAJTO,Aggies82,"[0, 0]","Great storage, has not failed yet after about a year of usage.",5.0,"Good, reliable storage for my Galaxy S4!",1404086400,2014-06-30,161,0,0
AY9S93OVP7MXD,B007WTAJTO,"A. Ghayyath ""AAG""","[0, 0]","Since the wife is using it and it is not causing any problems, then it must be functioning normally. Looks good so far.",5.0,"Wife is using, no complaints",1360108800,2013-06-02,554,0,0
A2C2LVTNNNPAMV,B007WTAJTO,A.G.,"[0, 0]",Class 10 speeds are the only way to fly and with 29.71GB of usable space I think I should be good for a while.,5.0,Fast and Full of Empty Space,1396742400,2014-06-04,187,0,0
A2EEM4XQKLPNRO,B007WTAJTO,"A. Gill ""Measure Twice, Cut Once""","[0, 0]","The subject says it all.  Does what it's supposed to do ... at a great price.  When it's on sale, buy it.",5.0,Great price.  Good Speed.  Reliable.,1353974400,2012-11-27,741,0,0
A16PH8I60IGM4F,B007WTAJTO,A. GONZALEZ MEDINA,"[0, 0]","Lot of questions about this memory card fitting the Samsung Galaxy Tab 3 10.1 tablet.  It fits and works no problem at all. The only thing is that after installing, instead of showing 64GB available, it only shows 59GB.Tried formatting the card but with same results.Have no idea if this is a limit set by the the Galaxy Tab 3 tablet, or is it just &#34;normal&#34; to buy 64GB and get less than that.As this is surely not a problem coming from the Sandisk memory card, my rating is a 5-STAR.  Excellent price, works great, and very quick delivery.",5.0,Works OK with the Samsung Galaxy Tab 3 10.1...,1392595200,2014-02-17,294,0,0
A39P69WIIWU2TI,B007WTAJTO,Agustin,"[0, 0]","When it comes to any kind of flash storage SanDisk has always been my go to brand because they sell quality items and stand by them if there's a problem. So as usual no complaints here, it works as descried and I haven't have any issues. Both read and write speeds are right where the specs say they should be.",5.0,Samsung Galaxy Tab 3 10.1,1395792000,2014-03-26,257,0,0
A388EEY36LRQNL,B007WTAJTO,Agustin Mangialavori,"[0, 0]","High speed, high capacity of storage. Great durability. I use in my phone and in my digital camera. Work very good",5.0,Great performance,1370908800,2013-11-06,397,0,0
AGQFB60B5A1E8,B007WTAJTO,A. Gutierrez,"[0, 0]",THis memory helps me to keep all what I want to keep on my cell phone.It is a good brand and its on the right price.,5.0,very useful,1398038400,2014-04-21,231,0,0
A1JOXGZH55JMHW,B007WTAJTO,A. Hejazi,"[0, 0]","I bought this SD card for my android phone thinking that a class 10 will be faster and more reliable than others. it turns out, the difference in class doesn't really matter at least for Android phones. didn't really worth the price difference",4.0,class doesn't really matter at least for Android phones,1386806400,2013-12-12,361,0,0
A292JUY8KQV3EB,B007WTAJTO,A.,"[0, 0]",The SanDisk 32GB Micro SD Class 10 is a reliable SD card with amazing transfer speeds. There is no noticeable lag transfering even the largest RAW images to it. Hadn't had any problem with it.,5.0,Great product,1365811200,2013-04-13,604,0,0
A35NR2GQWMQ31K,B007WTAJTO,ahhsimon,"[0, 0]",good card. work as describes. haven't had any issue with it or going pass metal detectors. no lost files or missing files.,4.0,good,1391644800,2014-06-02,189,0,0
ATZX92WLL9OK0,B007WTAJTO,Aileen Nguyen,"[0, 0]","Bought this to store music on my phone. Works flawlessly after three months so far, no problems.In my card reader, I average 6-8 megabytes read and write to it.",5.0,"Good, Cheap Card.",1395792000,2014-03-26,257,0,0
A837QPVOZ9YAD,B007WTAJTO,Airedad,"[15, 21]","I'm amazed.  I ordered this from Amazon on Tuesday morning, and it arrived with Wednesday's mail.  VERY impressive service from Amazon!As has already been reported, the card formats out to > 59 Gb, and it performs perfectly in my Samsung Galaxy S III (which is also new).  Using two card readers on a fast PC, I transferred everything from my old 16GB card to the new 64 GB card in less time than it took to walk to the kitchen and get a cup of coffee.  So I think the Class 10 rating is correct on the card.Once I have some experience with the card in the phone, I'll benchmark the card and I'll also benchmark operations such as internally backing up my Android phone to the card.  Then I'll update this review with some accurate numerical data.  But in the mean time on first look, the person who said that the S 3 has problems with anything faster than class 6 may not have been correct - a full backup of the phone to the card was significantly faster than the backup with the old 16GB class 6 card.  Again no benchmarks yet but once I have them I'll include them here.Right now I'm very happy with this card and I'm really impressed - both with the card and with the unbelievably quick service from Amazon (and I'm in Atlanta where shipments like this one often take the full 3 days to arrive).",5.0,Very fast class 10 card - and excellent service from Amazon,1343174400,2012-07-25,866,15,21
A1PKJZRYCZFIGJ,B007WTAJTO,ajb03,"[0, 0]","Excellent, one of the best, can't go wrong with this card, class 10 is necessary and shows noticeable but not significant improvements over class 4",5.0,great,1387756800,2013-12-23,350,0,0
AG7K6P2FN006,B007WTAJTO,ajb,"[4, 4]","I bought the 64GB MicroSD card at Best Buy because I needed one for my Microsoft Surface Pro. It provides all the space I need and for people who need a lot of space (videos, Quick Books, picture editing, games, etc.) this card is the one for you. If you don't need that much space, consider buying one for cheaper with a little less memory.NOTE: Be aware that this is a MicroSDXC format card. While most new computers support this format, many of the older computers do not (This includes all but a few tablets and smartphones). Before buying this, MAKE SURE your computer, tablet, or smartphone is compatible. If it is not, it will not work, period. For others who claim that the card doesn't work no matter what they try, chances are their machine cannot support MicroSDXC format.",5.0,"Great Quality, Plenty of Memory",1364169600,2013-03-25,623,4,4
A1N7LGUPJWWQS9,B007WTAJTO,A.J. Matheson,"[0, 0]","I got this because I just couldn't pass up the deal, $17.99. It has been incredibly fast in my HTC Sensation 4g. Pictures are taken and saved instantaneously. Only had it a few days, but have been very happy. Shipping was fast and the packaging was easy to open which is always great in my book. Only issue I had was I had to format it on my computer first before my phone was able to recognize it.",4.0,Fantastic!,1353888000,2012-11-26,742,0,0
A20MEC7JYD5U11,B007WTAJTO,A.J.O. From California,"[0, 0]","You get a lot of storage at a small price. the micro sd with adapter, class 10 so it's fast . I am happy with this purchase and You will be too. I hope this review is helpful!",5.0,Mucho Storage Poco Price!,1400889600,2014-05-24,198,0,0
ARMG4L2GLW25A,B007WTAJTO,A. J. Stavsky,"[0, 0]","The Ultra micro SDHC was fine once I got it working. Neither the packaging nor the Sansa Clip player inform the user that the player needs to be totally off before the microcard is inserted. If not, the unit will not read the card!  Otherwise? Love it and the storage for even 16 GB, let alone 32, is tremendous...",5.0,"Great item, but...user instructions could be better...",1385337600,2013-11-25,378,0,0
A1HXLQOYQB889P,B007WTAJTO,"AJZ ""~AZ""","[0, 0]",I upgraded to this after the price dropped. I originally had a 16gig sandisk card and it was in my mytouch 4g. I found toward my mytouch 4g's end of life that space is running low. So when I got my Galaxy S3 I bought this card. It works flawlessly. I highly recommend it. Now errors what so ever. Super fast transfer rate.,5.0,Huge storage!,1363219200,2013-03-14,634,0,0
A2CHQH95XQUY4E,B007WTAJTO,ak2012,"[0, 0]",This item was priced right and fit right into my cell phone without any issues. Does what it is suppose to do and I don't know what else I could say. Being a class 10 it is suppose to be plenty fast for cell phone use which I am sure speeds up camera use to some degree. Has worked well and the shipping was fast.,5.0,Sandisk Micro sd.,1366934400,2013-04-26,591,0,0
A2PZXXPGLXXKZU,B007WTAJTO,AK529,"[1, 1]","I got this memory card for my Samsung Galaxy S3. I was running out of room on my Sandisk 32gb Class 4 micro sd card. I also wanted a faster and more durable card. I was hopping to put lots of media on it. In addition to nandroid backups and custom roms. I later found out that since this card is formatted in ex-fat it would not work to make nandroid backups or flash custom roms. Most custom recovery and custom roms dont work with ex-fat. So my only choice was to format the card to fat 32, which meant I couldn't put any files larger than 4gb on it. Besides that this card is great and very reasonable price of $50. If your some one who doesn't root their phone or put custom roms, nandroid backups or put files larger than 4gb than this will not affect you. This memory card is fast and provides the most storage you can put on your mobile device at this time. The card is also water proof, shock proof and comes with lifetime warranty. Ive never had any issues with sandisk memory cards or usb flash drives. They last a really long time.",4.0,Very fast and lots of storage with one catch,1359936000,2013-04-02,615,1,1
A2V8LCUQZVJWTG,B007WTAJTO,A. Kaplan,"[0, 0]","Using the included adaptor on my MacBook Pro to transfer files, I was impressed with the speed of this card.",5.0,Huge! Fast!,1389052800,2014-07-01,160,0,0
A22AJJ6SRS7F3D,B007WTAJTO,"A. Kenneth Webster ""Ken Webster""","[0, 0]",Got this to store movies and music on my Samsung Note III.Not much to say about a memory card except that it works as expected.,5.0,Works in My Note III,1393977600,2014-05-03,219,0,0
AJEOFP6ZWY0MK,B007WTAJTO,A. Kim,"[0, 0]",I purchased this version to expand memory on my 16gb android tablet.  Nothing fancy but it does the job.  No problems and it played back flawlessly all the files I transferred.There are so many different microSD cards out now but if you see this on sale then you might want to consider it instead of cheaper no-name brand.,5.0,Good for the money,1388620800,2014-02-01,310,0,0
A1K3GIMTM7F9CY,B007WTAJTO,A. Kinney,"[0, 0]",I've ordered other SD cards before but this one is the best overall. Shipping was excellent fast and reliable. I would recommend it to anyone who is looking for a quality product. Thanks again!,5.0,More memory than I thought!,1389052800,2014-07-01,160,0,0
A3OJ4FW7C5OJ97,B007WTAJTO,akisadr,"[0, 0]",I use this for my phone and it works just as it should and it was totally worth the money! Great place to store pictures and music for phones instead of using the phone memory so it will still run fast.,5.0,SanDisk,1381104000,2013-07-10,516,0,0
AEOKL03H269BU,B007WTAJTO,Alaa S. AL Sinan,"[0, 0]","I bought two of these one for Asus infinity and one for Samsung galaxy s3 international version. It worked fine with my Asus but it didn't work on my phone. I formatted this card using the phone,the tablet and my laptop  but didn't work I did some tests with apps using some apps nothing showed its not working the only way I got it to work is by formatting it in my Canon SLR camera.",4.0,Fast but not with out headachs,1357776000,2013-10-01,433,0,0
A28CTDM7OP0RAR,B007WTAJTO,Alan,"[0, 0]","It works but the actual R/W speeds are 18/8 MB/s, not even Class 10. It should be marketed as ""Sandisk Basic"", not Sandisk Ultra"", unless they mean ultra slow. Now is 2014 and there is no excuse for such slow card from Sandisk.*** UPDATE ***I have redone the test with NotePro 12.2"" instead of using non UHS-I PC and the latest results are 32/8.6MB/s. Since the read speed hits 30, I believe the device is DHS-I ready. Still underwhelmed by the write speed though.",2.0,Painfully slow,1395705600,2014-03-25,258,0,0
A18TUDLH3X67D0,B007WTAJTO,Alan,"[0, 0]",SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...Works fine.,4.0,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...,1391126400,2014-01-31,311,0,0
A29NO61G1WH74V,B007WTAJTO,Alan Smithee,"[0, 0]",Great for adding a ton of storage to your smartphone or other device.  Fast enough for most needs and the price is right.,5.0,"Fast, tiny",1365724800,2013-12-04,369,0,0
A16RL0RMRF974O,B007WTAJTO,"Albert C. Marth ""Albert c. Marth""","[0, 0]","You can't possibly go wrong with a San Disc product!  Although I purchased this for my son, I have used San Disc in the past and have never been disappointed!",5.0,32GB SanDisk Ultra Bargain Buy,1390089600,2014-01-19,323,0,0
A1NA2JGI3GNDN2,B007WTAJTO,Albert,"[0, 0]",Does it's job and fairly cheap for what it's worth. I had to return my first one and exchange it for another because the first one was defective. Sandisk really needs to do better quality assurance on their products. The second one works perfectly fine. I use it for my GoPro camera.,3.0,Ok product,1399161600,2014-04-05,247,0,0
A1NZR4UN6DJQIO,B007WTAJTO,Albert,"[0, 0]","I bought this for my son's tablet for cartoon videos, movies and &#34;all&#34; games he will be downloading (He's under 5 yrs so they'll be small simple games).",4.0,Works great,1365724800,2013-12-04,369,0,0
A1ZSNM419DJAJP,B007WTAJTO,"Albert Macias Jr. ""Baretoes""","[0, 0]","I bought this for a friend of mine to put some videos on it.  Initially, when plugged into the computer, we couldn't find the storage in the directory.  However, after finding a micro sd to usb adapter...bingo!  Worked like a charm after that.  Install the videos, plugged the card in the phone, and we were off to the races.Not sure if we needed the adapter, but we couldn't get the computer to recognize it.  We also used a Linux O/S.  Go figure.",5.0,Samsung Galaxy Note II,1376784000,2013-08-18,477,0,0
A3OWHLRFOJ0UQ0,B007WTAJTO,"Alberto Figueroa ""U.S. Air Force""","[1, 1]","The Sandisk Ultra 64GB Micro Card is a great addition to maximize the Samsung Galaxy IIIS, whatever version you got 16GB or 32GB. Is a very fast memory at a great price. Plenty space for pictures, videos and Android Applications. Good for the 1080 videos that the Galaxy IIIS use. Super Fast. If you got the most advanced smartphone in the market as I do, this is the memory to get at the right price.",5.0,Great addition for Samsung Galaxy IIIS!,1350000000,2012-12-10,728,1,1
AUW0WFWUT9VJH,B007WTAJTO,Alberto,"[0, 0]",I installed this on my Samsung tablet tab 2 7.0. There is definitely a performance difference on my tablet especially when i load up all my apps.,5.0,Fast,1391385600,2014-03-02,281,0,0
A1XL0OHDWCL96U,B007WTAJTO,"Alberto Joao Briguet Nt ""A. Briguet""","[0, 0]",This memory works in Samsung Smartphones .It is a fast memorySandisk is the most reliable memories in the market,5.0,Very nice,1389571200,2014-01-13,329,0,0
A3HL0CALF52RAA,B007WTAJTO,ALBERTO MENDOZA ALVAREZ,"[0, 0]","Love it, good quality good performance, great brand. Could not find better product for my money. Using it for a Samsung Galaxy S4 mini with zero complications.",5.0,Great Product Great Price,1389312000,2014-10-01,68,0,0
ATE41IMLCAC2H,B007WTAJTO,Al Campbell,"[0, 0]","This product arrived in two days (Prime), it was exactly what I ordered and it works great in my Galaxy S3. I know a class 10 is not exactly needed in a cell phone but it cannot hurt, right? I'm very happy with this purchase.",5.0,"Quick delivery, exactly as ordered",1361923200,2013-02-27,649,0,0
AWGV0ZVKI7AG7,B007WTAJTO,Ale-B,"[0, 0]",I expanded my Samsung Tab 10.1 tablet from 1GB to 32GB works fast and don't see any lags. I can now store more than ten movies on my tab and play right of the flash disc with no problems.Very happy with this card.,5.0,I upgrade to better!,1383091200,2013-10-30,404,0,0
A2Z4VVF1NTJWPB,B007WTAJTO,A. Lee,"[5, 5]","Update: providing an update with regard to SanDisk support.I bought the memory card in Aug 2012 (see original review below). In May of 2013 while on my cruise to Alaska the card went bad. During the sailing out of San Francisco it was fine as I used it to take a panorama shot of the Golden Gate Bridge. For most of the cruise I was using my DSLR but the next time I wanted to use my cell phone, the phone told me I had no memory card loaded.  Any way, tested the card on my laptop when I got back and it couldn't recognize it. I contacted SanDisk via email and provide them copy of my receipt from Amazon along with the serial number on the back of the card (very hard to read) and no problems; they told me to send them back the card and they sent me a brand new card which is now still functioning in my cell phone.  Great support provide by SanDisk. No hassle as long as you can provide proof of purchase (easy to do since Amazon keeps my entire purchase history/invoices online).  One reason I buy directly from Amazon itself vs other vendors (either on Amazon or elsewhere on the Internet) is that I have confidence that the memory cards sold by Amazon itself are genuine.  there may be incredible deals elsewhere on the internet but in some cases the deals are too good to be true and counterfeit cards are being sold.Original review:Just received this today. Removed it from the packaging and inserted it into my Samsung Galaxy S3 (Verizon) and powered the unit back up and the storage was available.  No formatting required. Worked the first time out. Settings showed 29.71GB of total space (32GB version) and 29.71GB of free space.  I like the fact that a SD adapter came with it.  Should I ever need to insert the card into my laptop it will come in handy. (yes I can plug my phone directly to my laptop but if I ever swap this 32GB card out of my phone and replace it with a 64GB version, I can use this 32GB version via the adapter for other purposes.)",5.0,ready for use on the Galaxy S3,1346803200,2012-05-09,943,5,5
A3PCW69GQK8R38,B007WTAJTO,Alejandro Hernndez,"[0, 0]","Still don't feel is very fast or is just my phone, I guess I will need to remove it and run some R/W tests. Still Its ok.",3.0,Great capasity,1391385600,2014-03-02,281,0,0
A1UM44ILLZCEI1,B007WTAJTO,Aleksandar Milivojevic,"[1, 1]","I bought 64GB version of the card to use with GoPro Hero 3 black edition.  It didn't work out.  The card worked OK if camera was set to resolution with lower bit rates.  E.g. worked fine in 720p with protune on, or 1080p with protune off.  However, in 1080p with protune on (bitrate is just shy of 6 MB/s in this mode -- much higher then with protune turned off) it was nothing but trouble.  Camera would sometime work, and sometime randomly stop recording for no obvious reason.  I first suspected camera, but testing with different SD cards, it ended up being SanDisk's card that was at fault.  My spare card, an old and cheap 16GB PNY (also class 10), worked just fine under same conditions and with same camera settings.Once it was obvious it was problem with the card, I found people on GoPro's forums that had trouble with this specific card as well (well, you always find these only after you figure it out for yourself, right?).  Anyhow, I did some speed tests with the card by doing simple write of 1GB file full of zeros using Unix dd utility to copy 1GB of zeros from /dev/zero (where else would you find that many zeros ;-) onto a file on the card.  The result was that on average, SanDisk's card would manage about 10.2 MB/s.  Just barely above the bar for class 10 card.  However, that was average over 1GB.  During the write test, the speed was oscillating with many spikes and drops.  Drops were as low as 7MB/s.  Uh.  I thought write speed of class 10 card should never dip below 10 MB/s?  For comparison, my old cheap class 10 PNY card was chugging along at constant 13 MB/s under the same test.  No spikes and no drops in speed.The card will probably work fine in most devices, as bitrates when recording 1080p video are often low enough and/or camera might have huge buffer.  But if you want to use it to record video at high bitrates, and your device doesn't have huge buffer to compensate for speed bumps of this card, you may run into trouble.  Be wary of using it in Hero3 in modes that have higher bit rates (e.g. 1080p with protune enabled).SanDisk's website lists part numbers as SDSDQUI-064G with adapter, and SDSDQUA-064G without adapter.  This conflicts with product description on Amazon.  While this is likely just Amazon not getting product description right again (a bit too common thing), it's interesting to note.[Update Apr 20 2013]:Some numbers from testing the card.  The test is extremely simple.  Write out 1GB of zeros onto the card using standard Unix dd command to read 128KB blocks of zeroes from special device /dev/zero and write it onto the card.  128KB * 8192 = 1GB.  dd displays transfer stats once it finishes.  While dd was running, I run iostat in second terminal displaying 1 second interval stats as a measure of current speed.  This was done on the Mac.  dd command line can be used as-is to repeat test on Linux system, however iostat command is different on Linux and would need to be modified slightly.  I choose 128KB block size, as that seems to be what device drivers merges sequential writes into anyhow.  Using different block sizes, results are comparable.$ dd if=/dev/zero of=test bs=131072 count=81928192+0 records in8192+0 records out1073741824 bytes transferred in 101.578307 secs (10570582 bytes/sec)So, 10 MB/s and all is good? Right? Wrong! iostat running in parallel with above dd command recorded this:$ iostat -d -w 1 disk2disk2KB/t tps MB/s123.11 76 9.12116.61 185 21.04122.94 49 5.88128.00 41 5.12128.00 89 11.11128.00 134 16.73128.00 69 8.61128.00 61 7.62128.00 99 12.36[ ... and so on until dd finishes writing 1GB of zeros to the card ... ]IMO, the last column should never dip under 10MB/s for card labeled class-10.For comparison, same test run against Samsung Pro 64GB micro-SD card:$ dd if=/dev/zero of=test bs=131072 count=81928192+0 records in8192+0 records out1073741824 bytes transferred in 52.869111 secs (20309436 bytes/sec)$ iostat -d -w 1 disk2disk2KB/t tps MB/s125.30 138 16.86117.73 157 18.03123.04 150 18.00128.00 159 19.86128.00 156 19.47126.45 160 19.73128.00 150 18.72128.00 154 19.22128.00 153 19.11[ ... and so on until dd finishes writing 1GB of zeros to the card ... ]So, Samsung is on average 2x faster, but more importantly it's speed is much more constant.  And critically important, it never dips under 10MB/s.",2.0,Didn't work out for me,1364947200,2013-03-04,644,1,1
A36Z3LKJNKYF9E,B007WTAJTO,alexander,"[0, 0]",What else to say about this Sandisk Ultra 64 GB micro SD XC ? just perfect as all Sandisk cards,5.0,perfect,1403308800,2014-06-21,170,0,0
A1KN5OQGRNENU0,B007WTAJTO,Alexander Stevens,"[2, 3]",,5.0,Great Card With Great Price,1345507200,2012-08-21,839,2,3
A1MHMCO5B21KXU,B007WTAJTO,Alex & Autumn,"[0, 0]",My husband and I bought this for our GoPro and we used to to record our vacation to Mexico. We still have more than half of the space left!,5.0,You'd be surprised how much 64 GB is!,1399939200,2014-05-13,209,0,0
AO6DFAJQU3J81,B007WTAJTO,Alex Batista,"[1, 1]",This item is what it is; I've been using it for a few months now and it records HD videos in my GoPro Hero3 without problems.,5.0,Good Quality Card,1384992000,2013-11-21,382,1,1
A1AD3VN3XQDABE,B007WTAJTO,Alex Choung,"[0, 0]","This is my third purchase. I own 4 of them and they've been working fine so far. I have them installed on my smart phone, cameras and even used as a portable storage device and I have not noticed any issues with them. Very good product.",5.0,"Good for camera, smart phone, etc...",1362096000,2013-01-03,704,0,0
A21MLQQXFC7VGU,B007WTAJTO,alex Dahik,"[0, 0]","i love this little guy its super fast and it has a lot of space for storage, just plug it in and enjoy",5.0,amazing,1359936000,2013-04-02,615,0,0
A39FMRGSYGLO45,B007WTAJTO,Alex,"[0, 0]",Bought it for my gopro hero3 camera (silver edition).Working without any problems. Fast!Was pleasantly surprised of the good quality Memory Card Adapter! Now can turn it into my laptop directly.,5.0,Good one!,1369958400,2013-05-31,556,0,0
AYN1HF8LHP9IF,B007WTAJTO,alex,"[0, 0]","It is a great addition to a smart phone with huge capacity to store data. Also it is pretty fast to record video, no lag at all during recording.",5.0,Great capacity.,1367280000,2013-04-30,587,0,0
A1MOG0V4LFZQO,B007WTAJTO,Alex,"[0, 0]",The micro SD card was very well made it had great read and write speeds and it added gray amount of memory to my Samsung galaxy s4. Really recommend this,5.0,Great product,1372636800,2013-01-07,700,0,0
AGJZFJV3AHXU5,B007WTAJTO,Alex,"[1, 1]","I bought this item to use in my gopro hero 3 because it's what they sell on the gopro website, but can be had a lot cheaper on Amazon.  Have yet to have problems with the card.",5.0,great sd card,1376352000,2013-08-13,482,1,1
A34JJC0M0TNHCC,B007WTAJTO,Alex Pomilio,"[0, 0]","Works perfectly and for a fair price, it is immediately recognized by any device you use it . Good purchase!",5.0,Excellent!,1391731200,2014-07-02,159,0,0
A6PMHCZJD9FUM,B007WTAJTO,"Alex ""Tell it like it is""","[0, 0]","Needs little to no formatting and I have yet to see a SanDisk fail. Don't cut corners, almost every other brand of SD cards will fail on you except these (tried numerous brands with my devices).Just remember it takes a bit for devices to buffer the information off of the SD card and static can corrupt any SD card which is usually easily fixed with a formatting. Always back up your documents to a PC/Mac as soon as possible.Oh, and if you create playlists, slideshows, etc. on devices and remove the SD card, the device will not be smart enough to re-compile it after you put the SD card back in and you will end up with blank playlists even though you have the songs so WATCH OUT!Lastly if this SD card doesn't work for you for whatever reason google SD card formatting and it should help you out. These 64GB versions don't seem to have formatting issues like the 32GB ones do but even then formatting to FAT32 fixes it.",5.0,Awesome and works just fine,1378857600,2013-11-09,394,0,0
A3AIYSY68GVG2N,B007WTAJTO,Alex Vastartis,"[0, 0]",SanDisk is a company you can trust and offering such a good product at a low price.Comes with an adapter and small case to get full sd card size and keep it from getting lost when not in use.,5.0,Cheap Easy Storage,1404172800,2014-01-07,335,0,0
A2TQU474BN6JP1,B007WTAJTO,Alex X,"[0, 0]","Appears to be Class 10, holds about as much as it says it does, came with an SD card adapter and they even gave me the option to forgo those ridiculous plastic packages that you all know and hate. The ones that the scissors refuse to cut and you just end up hurting yourself a few times before getting it open. Completely as advertised.",5.0,Nothing wrong at all.,1362960000,2013-11-03,400,0,0
A3UKIMS698FI6J,B007WTAJTO,Alex Zimmerman,"[0, 0]",I bought this card for my Gopro hero3+ and it was worked fine. Some people said they have problems with the cards in the new gopros but I have had no such problems. The micro card works with anything that also takes standard cards due to the included adapter.,5.0,Works as intended,1383177600,2013-10-31,403,0,0
A1T3IFYJ59UFOQ,B007WTAJTO,Al Girardot,"[0, 0]",Have always had good experiences with SanDisk products.  This was priced well.  I have installed it in my wife's cell phone and it was immediately  recognized.  Not quite sure about the features this chip is supposed to have but for the amount of memory it was a good deal - extra features or not.,5.0,Arrived promptly and it was what I ordered,1362182400,2013-02-03,673,0,0
A1OKTNPURCNYKX,B007WTAJTO,A.L,"[0, 0]",Comes with a nice little adapter for your MicroSDHC so you can use it as a normal size SD card also. pretty neat.Considering for the price at 24$ for 32gb is pretty reasonable class 10 is fast for any HD 1080p video recording or DSLR camera.I bought this for myself to use with the GoPro 3. Taking picture & Videos working great as it didn't give anycorrupted files videos & pictures yet. Its working pretty good. San-disk is a pretty reliable brand as you won't be able to go wrong with it.,5.0,32GB SDHC for Me,1371686400,2013-06-20,536,0,0
A2S71GBBSMZBO6,B007WTAJTO,Al,"[0, 0]","Great value, plenty of storage for both my phone & tablet!  I looked around and this is a really good deal.",5.0,Great Value!,1386201600,2013-05-12,575,0,0
AYMGKDLMEN0A5,B007WTAJTO,AL,"[0, 0]",Shipped fast and worked really well!  I use this just in case I have to take a lot of photos! Loads fast!,5.0,Works very well!,1400025600,2014-05-14,208,0,0
A2T71JNR3C2DY1,B007WTAJTO,"Ali Etezadkhah ""Ali""","[0, 0]","I have an old SanDisk SD card that still works. I thought their new cards would be just as reliable, but I was wrong.The microsd card failed yesterday inside my phone. I used the adapter to connect it to my computer, but it wouldn't mount.I bought this directly from Amazon and not a third party vendor, so I know it's genuine SanDisk.",1.0,Failed after 6 months,1371859200,2013-06-22,534,0,0
A1L8O2OJX1S8PE,B007WTAJTO,Ali G Sandoval,"[0, 0]",Best price anywhere!!!,5.0,Five Stars,1405296000,2014-07-14,147,0,0
A1ENX274Q7M6PD,B007WTAJTO,Ali M. Faraj,"[0, 0]",I bought this memory card for my Samsung Note 10.1. i amis really happy about it and i am recommending this product & am very pleased about it.,5.0,Great !!,1359244800,2013-01-27,680,0,0
A5L34G2P8LQKJ,B007WTAJTO,Ali Saberi,"[0, 0]","Shipping was fast , the product has a great quality and a great pricing.I like this manufacture and I am going to order them for my other devices.Lots of space",5.0,Good performance,1395187200,2014-03-19,264,0,0
A38I3TXSFLGQTD,B007WTAJTO,Alisha,"[0, 0]",So far so good. I bought a samsung micro sd card from bestbuy and it somehow erasedeverything. So this is my second one. Hopefully it keeps all of my stuff,4.0,Good price!,1386201600,2013-05-12,575,0,0
A294SAGR2QHARD,B007WTAJTO,alisha,"[0, 0]",still have 26 gb left came in HARD CASE  FORE PROTECTION,4.0,Four Stars,1405036800,2014-11-07,31,0,0
A3GW32TC64P8FD,B007WTAJTO,Ali Tweel,"[0, 0]","I'm using this SD card in my Samsung Galaxy S3 instead of another one I bought with the same manufacture ""SanDisk 32 GB Mobile microSDHC Flash Memory Card SDSDQ-032G-AFFP"" (http://www.amazon.com/gp/product/B007KFXIDE/ref=oh_details_o04_s00_i02?ie=UTF8&psc;=1).It's working perfectly since October 2012.",5.0,The Best SD Card I've ever had,1369526400,2013-05-26,561,0,0
A87U7LY9OKZNY,B007WTAJTO,A. Liu,"[0, 0]",Used it in my Galaxy Note 2 for the past 16 months. All the sudden it is no longer writable. I tried many ways to reformat the card. Even Windows says format successful but all files remain after I remove and re-insert the card. Since I have private files in the card I'm not able to delete. I do not want to sent it back to SanDisk for replacement.,2.0,Not writable after 16 months,1398988800,2014-02-05,306,0,0
A256SA0PNN78BD,B007WTAJTO,aljacobs,"[0, 0]","Usual SanDisk quality worked as expected and delivered on time, no problems worked great on my Android Samsung Tablet.",5.0,Good Stuff- Small Package,1404864000,2014-09-07,92,0,0
